도서관명,시도명,시군구명,도서관유형,휴관일,운영시작시각,운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자
가족작은도서관,광주광역시,서구,작은도서관,"""매주월요일, 국가지정공휴일""",9:00,17:00,32,2000,0,0,5,7,광주광역시 서구 금화로 115번길 9,,062-374-5004,,56,,35.13396701,126.8599636,2016-10-24
미소지움작은도서관,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",10:00,17:00,22,1200,0,0,0,0,광주광역시 서구 월산로 255번길 1,,062-363-5716,150,80,www.mslibrary.co.kr,35.15860055,126.8889056,2016-10-24
쉼북카페 도서관,광주광역시,서구,작은도서관,"""매주화요일, 국가지정공휴일""",10:00,18:00,30,4000,100,0,3,25,광주광역시 서구 풍암신흥로58,,062-350-4545,,,,35.1216786,126.8687128,2016-10-24
아이숲어린이도서관,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",10:00,18:00,30,8400,0,0,4,7,광주광역시 서구 풍암2로 2,,062-652-1279,,,,35.12719131,126.8790785,2016-10-24
지혜의샘,광주광역시,서구,작은도서관,매주목요일,9:00,18:00,40,6000,0,0,5,7,광주광역시 서구 풍암중앙로 86번길 2,,062-652-1279,,,,35.12617867,126.8832622,2016-10-24
풍암우미광장 작은도서관,광주광역시,서구,작은도서관,"""매주토요일, 매주일요일, 국가지정공휴일""",9:00,18:00,10,1000,0,0,0,0,"""광주광역시 서구 풍암순환로 1132(풍암동, 우미광장아파트)""",,062-681-0456,,52,,,,2016-10-24
풍암전원작은도서관,광주광역시,서구,작은도서관,"""매주일요일, 매주월요일, 국가지정공휴일""",9:00,18:00,10,1000,0,0,5,7,광주광역시 서구 풍금로 11번길 17,,062-654-7005,,51.84,,35.11988922,126.8644592,2016-10-24
작은도서관 꿈터,광주광역시,서구,작은도서관,매주일요일,12:00,21:00,10,1500,150,50,3,14,광주광역시 서구 염화로104번길17,,062-372-3310,66,33,,35.14130053,126.876582,2016-10-24
무등작은도서관,광주광역시,서구,작은도서관,"""매주월요일, 국가지정공휴일""",9:00,18:00,45,2000,0,0,5,7,광주광역시 서구 월드컵4강로 68번길 18,,062-371-9915,,135,,35.14316828,126.8767065,2016-10-24
중앙나누리 작은도서관,광주광역시,서구,작은도서관,"""매주월요일, 국가지정공휴일""",9:00,18:00,60,3358,0,0,10,14,광주광역시 서구 화정로 189번길 25,,062-717-9192,,238,http://cafe.daum.net/j-nanuri,35.14805427,126.8773093,2016-10-24
화정문고,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",11:00,21:00,25,8000,0,0,5,20,광주광역시 서구 상무대로 1014번길 44,화정문고,070-8835-0910,265,165,,35.14768527,126.872613,2016-10-24
지혜의샘터,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",11:00,21:00,20,2500,2,0,2,7,광주광역시 서구 염화로31번길5,개인,062-373-0136,,33,,35.1371498,126.8722695,2016-10-24
광주광역시청소년문화의집미소책방,광주광역시,서구,작은도서관,"""매주월요일, 국가지정공휴일""",10:00,18:00,30,8026,2,0,3,7,광주광역시 서구 화운로 179번길 63,광주광역시청소년문화의집,062-375-1324,,158.24,,35.1548425,126.8765133,2016-10-24
월광교회 작은도서관,광주광역시,서구,작은도서관,"""매주월요일, 국가지정공휴일""",10:00,18:00,47,30588,0,0,0,0,광주광역시 서구 염화로 37번길 7,월광교회,062-375-4664,,165,,35.13785579,126.8716276,2016-10-24
오색종이 신나는 작은도서관,광주광역시,서구,작은도서관,"""매주일요일,국가지정공휴일""",9:30,18:00,12,2500,0,0,5,10,광주광역시 서구 금부로 95번길 7,,062-228-0103,,51.83,,35.14043783,126.8591361,2016-10-24
해오름 작은도서관,광주광역시,서구,작은도서관,무휴,10:00,18:00,15,2500,0,0,3,14,광주광역시 서구 금부로95번길 43,,062-382-0979,,,,35.14350843,126.8580686,2016-10-24
해돋는작은도서관,광주광역시,서구,작은도서관,"""매주월요일, 매주수요일""",9:00,18:00,50,3400,0,0,0,0,광주광역시 서구 금화로73번길 7,,062-654-3927,,,,35.13290298,126.8565202,2016-10-24
금호2동작은도서관,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",9:00,18:00,60,9000,0,0,0,0,광주광역시 서구 풍금로 135,금호2동주민센터,062-675-4504,133,984,,35.12899182,126.8571546,2016-10-24
동천동작은도서관,광주광역시,서구,작은도서관,국가지정공휴일,9:00,18:00,40,3966,0,0,0,0,광주광역시 서구 유림로 98번길,동천동주민센터,062-521-2990,931,282,,35.17098114,126.8669739,2016-10-24
양동작은도서관,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",9:00,18:00,30,4380,0,0,0,0,광주광역시 서구 독립로200번길 7,양동주민센터,062-350-4213,,,,35.15009246,126.9069064,2016-10-24
화정4동작은도서관,광주광역시,서구,작은도서관,국가지정공휴일,9:00,21:00,20,8960,0,0,2,14,광주광역시 서구 염화로83번길 3,화정4동주민센터,062-384-4443,,225,,35.14182763,126.8737677,2016-10-24
꿈빛도서관,광주광역시,서구,작은도서관,국가지정공휴일,9:00,22:00,21,9649,0,0,2,7,광주광역시 서구 천변좌하로 594(광천동),월드비전 무진종합사회복지관,062-372-2600,1689,501.68,http://www.gjw.or.kr/moojin/,35.16862501,126.875465,2016-10-24
마을도서관 다락,광주광역시,서구,작은도서관,"""매주토요일, 매주일요일, 국가지정고유일""",10:00,17:00,30,3500,300,0,2,14,광주광역시 서구 금화로 73번길 7,,062-383-5703,,,,35.13290298,126.8565202,2016-10-24
열린문 작은도서관,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",10:00,18:00,12,2000,0,0,0,0,광주광역시 서구 금부로103번길 4-19,,062-384-3353,,,,35.14036093,126.8612343,2016-10-24
행복누리작은도서관,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",9:00,18:00,25,2400,0,0,0,0,광주광역시 서구 금부로 63 (금호동),,062-371-9179,,,,35.14004825,126.8559019,2016-10-24
향기작은도서관,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",13:00,21:00,20,1800,15,0,3,3,광주광역시 서구 금부로99번길 7,,070-4239-1517,,,,35.14044552,126.8595487,2016-10-24
고맙습니다 아리솔작은도서관,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",9:00,17:30,60,7000,0,0,3,7,광주광역시 서구 화개1로 59-2,,062-457-5114,,,,35.13132757,126.8536483,2016-10-24
송촌파인힐작은도서관,광주광역시,서구,작은도서관,"""매주토요일, 매주일요일, 국가지정공휴일""",9:00,18:00,24,3953,0,0,0,0,광주광역시 서구 마재로 65,,062-682-5667,,,,35.13224805,126.8638594,2016-10-24
책사랑 작은도서관,광주광역시,서구,작은도서관,"""매주 일요일, 국가지정 공휴일""",10:00,19:00,30,3489,0,0,0,0,"""광주광역시 서구 마재로 21(금호동, 중흥아파트)""",풍암중흥1단지아파트,062-681-4377,,100,,35.13223085,126.8614149,2016-10-24
대주파크빌 작은도서관,광주광역시,서구,작은도서관,"""매주 일요일, 국가지정 공휴일""",9:00,18:00,72,3700,0,0,0,0,광주광역시 서구 화개1로 24번길 9,,062-652-4830,,,,35.12815896,126.8571605,2016-10-24
소꿉놀이작은도서관,광주광역시,서구,작은도서관,"""매주 일요일, 국가지정 공휴일""",10:00,18:00,20,6687,0,0,2,14,"""광주광역시 서구 운천로 32번길 23 (금호동, 시영3단지) 상가2층""",광주진보연대,062-385-7789,,129.6,http://cafe.daum.net/sokkupnolitoy,35.13715671,126.8621307,2016-10-24
내방마루작은도서관,광주광역시,서구,작은도서관,"""매주 일요일, 국가지정 공휴일""",10:00,18:00,6,3500,0,0,2,7,광주광역시 서구 화운로193번길 25,,062-442-9115,,,,35.15491835,126.8731548,2016-10-24
건강한 도서관,광주광역시,서구,작은도서관,무휴,10:00,19:00,20,9000,0,0,2,7,광주광역시 서구 대남대로 419번길 2,,062-651-3632,,,,35.14806468,126.8880639,2016-10-24
예일작은도서관,광주광역시,서구,작은도서관,"""매주토요일, 매주일요일, 국가지정공휴일""",9:00,18:00,12,1100,0,0,10,7,광주광역시 서구 대남대로 479 예일교회교육관 1층,대한예수교장로회 예일교회,070-7206-9014,,,,35.15227614,126.8845507,2016-10-24
서문작은도서관,광주광역시,서구,작은도서관,"""매주토요일, 매주일요일, 국가지정공휴일""",9:00,18:00,10,1200,0,0,0,0,광주광역시 서구 월산로 166,서문교회,062-367-7511,,,,35.15301039,126.8950547,2016-10-24
열린작은도서관,광주광역시,서구,작은도서관,"""매주일요일,국가지정공휴일""",10:00,18:00,30,4900,150,100,3,7,광주광역시 서구 화정로 294번길 5-11,열린작은도서관,062-361-8830,191,99.12,,35.14953668,126.8891242,2016-10-24
강아지똥어린이도서관,광주광역시,서구,작은도서관,"""매주월요일, 매주일요일, 국가지정공휴일""",9:00,17:00,20,3227,0,0,3,28,광주광역시 서구 동천로 6 2층,,062-515-9788,,,,35.1690159,126.8603163,2016-10-24
늘푸른 작은도서관,광주광역시,서구,작은도서관,"""매주 일요일, 국가지정공휴일""",10:00,19:00,36,4400,3,0,3,5,광주광역시 서구 동천로25 동천주공아파트 주민복지관2층,늘푸른도서관,062-371-7808,,,,35.17155862,126.8579804,2016-10-24
동천마을6단지작은도서관,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",9:00,18:00,20,2302,1197,0,5,14,광주광역시 서구 하남대로 710번길 5,,062-531-4300,62,69.172,,35.17108626,126.8708245,2016-10-24
작은도서관 동천마을 두잇공동체,광주광역시,서구,작은도서관,"""매주토요일, 매주일요일, 국가지정공휴일""",10:00,18:00,15,1900,0,0,0,0,광주광역시 서구 동천로18번길 15,,062-513-3389,43,13,,35.17021507,126.8622111,2016-10-24
여성친화 휴(休) 도서관,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",10:00,17:00,36,2216,2,0,5,14,광주광역시 서구 천변우하로 381-1(2층),광주여성회,062-514-0308,,123.69,,35.16901427,126.8620419,2016-10-24
호반베르디움 작은도서관,광주광역시,서구,작은도서관,"""매주토요일, 매주일요일, 국가지정공휴일""",9:00,18:00,20,1500,0,0,5,21,광주광역시 서구 하남대로 680,,062-513-3154,,50,,,,2016-10-24
서광작은도서관,광주광역시,서구,작은도서관,"""매주 일요일, 국가지정공휴일""",10:00,20:00,50,3000,100,200,3,14,광주광역시 서구 월드컵4강로 197번길 37-2,,062-372-2634,,,,35.15352525,126.8651761,2016-10-24
책마을작은도서관,광주광역시,서구,작은도서관,"""매주토요일, 매주일요일, 국가지정공휴일""",9:00,18:00,10,1500,0,0,0,0,광주광역시 서구 상무민주로123번길 9-5,,062-654-3927,,107,,35.16125844,126.8584373,2016-10-24
우리들의 쉼터 작은도서관,광주광역시,서구,작은도서관,주일과 국가지정 공휴일,10:00,18:00,20,3000,0,0,3,7,광주광역시 서구 운천로 7-1 113번길,,062-367-3927,60,190,,,,2016-10-24
책더하기사랑작은도서관,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",9:00,18:00,12,9400,0,0,0,0,광주광역시 서구 상무대로 980,광주카톨릭대학교 평생교육원,062-380-2210,,,,35.14904261,126.8674705,2016-10-24
푸른빛작은도서관,광주광역시,서구,작은도서관,국가지정공휴일,9:00,20:00,20,3000,0,0,3,14,광주광역시 서구 쌍학로 47,쌍촌종합사회복지관,062-375-0035,50,,http://www.ssangchon.or.kr,35.14738198,126.8688296,2016-10-24
한별지혜의샘작은도서관,광주광역시,서구,작은도서관,"""매주토요일, 매주일요일,국가지정공휴일""",12:00,17:00,6,2300,1,0,0,0,"""광주광역시 서구 상무공원로 112, 상가302호(치평동 해광한신아파트)""",,062-385-0099,,38.2,,35.15423796,126.8432294,2016-10-24
행복도서관,광주광역시,서구,작은도서관,"""매주토요일, 매주일요일,국가지정공휴일""",9:00,18:00,20,6000,0,0,3,7,광주광역시 서구 상무자유로 73,,062-613-7995,,132,,35.1522176,126.8422192,2016-10-24
광천사랑숲작은도서관,광주광역시,서구,작은도서관,매주 월요일,9:00,18:00,65,7900,2,50,2,3,광주광역시 서구 칠성로43번길 11,,062-714-3177,282,,,35.16748218,126.8622289,2016-10-24
꿈일굼터 작은도서관,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",10:00,18:00,36,2473,0,0,2,14,광주광역시 서구 화정로 87-1,시영종합사회복지관,062-373-0360,84,,,35.14611114,126.8672426,2016-10-24
상무작은도서관,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",13:00,20:00,15,2000,0,0,2,7,광주광역시 서구 상무대로955번길 37-11,,062-381-3087,,,,35.15518459,126.8659328,2016-10-24
신천힐탑작은도서관,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",11:00,18:00,30,1500,0,0,2,3,광주광역시 서구 상무오월로51번길 2  1층(경로당),,062-371-8404,,,,35.15536426,126.8653882,2016-10-24
운천골 작은도서관,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",9:00,18:00,50,6000,0,0,0,0,광주광역시 서구 마륵복개로 156 3층,,062-681-7722,,,,35.14646711,126.8538714,2016-10-24
브니엘작은도서관,광주광역시,서구,작은도서관,"""매주토요일, 국가지정공휴일""",11:00,20:00,12,3800,5,10,10,14,광주광역시 서구 천변좌로 108번길 5,브니엘교회,062-352-3927,,33,,35.16013129,126.8911426,2016-10-24
글마루작은도서관,광주광역시,서구,작은도서관,무휴,9:00,18:00,20,2500,0,0,2,7,광주광역시 서구 발산로 36,,062-369-8072,,40,,35.15831031,126.8949601,2016-10-24
나눔새마을작은도서관,광주광역시,서구,작은도서관,"""매주토요일, 매주일요일,국가지정공휴일""",9:00,18:00,20,1000,0,0,0,0,광주광역시 서구 천변좌로222번길 4 2층,새마을문고광주광역시서구지부,062-366-6630,,46.5,,35.15512457,126.9009961,2016-10-24
양동문고,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",12:00,20:30,21,3500,2,10,3,14,광주광역시 서구 독립로 193 2층,,062-352-3234,,66,,35.15039796,126.9056593,2016-10-24
광주천사계작은도서관,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",9:00,18:00,29,5000,0,0,0,0,광주광역시 서구 칠성로 11-1,사단법인 꿈과도전,062-383-2006,,79,http://caf?.daum.net/youthdreamchallenge,35.16668144,126.8588099,2016-10-24
기아꿈터어린이도서관,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",10:00,18:00,50,6959,0,0,0,0,광주광역시 서구 화운로 277 기아스포츠센터 3층,기아자동차㈜,062-370-1811,,132,,35.16317918,126.870477,2016-10-24
버들도서관,광주광역시,서구,작은도서관,"""매주토요일, 매주일요일, 국가지정공휴일""",10:00,17:00,24,5000,0,0,5,14,광주광역시 서구 버들로15,상무버들2단지자치회,062-373-6959,,130,,,,2016-10-24
상무버들1단지 작은도서관,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",9:00,18:00,23,2500,0,10,5,14,광주광역시 서구 상무버들로 40번길 14,,062-350-4545,,,,35.16505819,126.8612275,2016-10-24
어린이도서관 꿈과쉼,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",9:00,18:00,15,1100,0,0,2,7,광주광역시 서구 금화로149번길 9,,062-526-7900,,52,,35.13326549,126.8644897,2016-10-24
광주제일교회도서관,광주광역시,서구,작은도서관,"""매주월요일, 국가지정공휴일""",10:00,18:00,84,9600,0,0,3,14,광주광역시 서구 상무공원로 56,,062-382-1004,,,,35.14950442,126.8435414,2016-10-24
발도르프희망작은도서관,광주광역시,서구,작은도서관,"""매주일요일, 국가지정공휴일""",9:00,18:00,8,2000,0,0,3,7,광주광역시 서구 동림2지구길 6,,062-522-4220,,246,,35.16981254,126.8732854,2016-10-24
